,Time (s),Row x Col
100x36,0.446883,3600
68x53,0.324211,3604
103x35,0.466804,3605
82x44,0.356264,3608
88x41,0.381262,3608
95x38,0.41833,3610
84x43,0.364666,3612
86x42,0.371698,3612
67x54,0.326229,3618
77x47,0.343102,3619
71x51,0.328301,3621
74x49,0.333745,3626
98x37,0.438653,3626
93x39,0.41088,3627
66x55,0.329195,3630
79x46,0.348228,3634
101x36,0.459474,3636
65x56,0.332272,3640
70x52,0.330197,3640
91x40,0.400974,3640
104x35,0.478951,3640
81x45,0.356737,3645
64x57,0.335722,3648
76x48,0.34378,3648
96x38,0.429121,3648
89x41,0.391794,3649
73x50,0.335448,3650
83x44,0.364753,3652
63x58,0.339686,3654
87x42,0.38322,3654
85x43,0.375591,3655
69x53,0.333319,3657
62x59,0.343838,3658
61x60,0.347769,3660
99x37,0.45064,3663
78x47,0.352955,3666
94x39,0.421577,3666
68x54,0.334931,3672
72x51,0.336887,3672
102x36,0.469937,3672
75x49,0.384624,3675
80x46,0.358498,3680
92x40,0.413264,3680
67x55,0.337695,3685
97x38,0.441618,3686
82x45,0.368505,3690
90x41,0.402644,3690
71x52,0.339728,3692
66x56,0.341945,3696
77x48,0.354598,3696
84x44,0.375578,3696
88x42,0.393366,3696
86x43,0.384437,3698
74x50,0.345078,3700
100x37,0.46187,3700
65x57,0.344993,3705
95x39,0.432939,3705
103x36,0.483192,3708
70x53,0.341197,3710
64x58,0.348543,3712
79x47,0.360103,3713
63x59,0.352968,3717
62x60,0.357205,3720
93x40,0.424387,3720
73x51,0.347773,3723
76x49,0.355366,3724
98x38,0.452799,3724
69x54,0.345688,3726
81x46,0.368958,3726
91x41,0.414655,3731
83x45,0.377439,3735
101x37,0.473614,3737
89x42,0.405701,3738
68x55,0.347654,3740
85x44,0.38667,3740
87x43,0.396602,3741
72x52,0.349575,3744
78x48,0.363022,3744
96x39,0.443808,3744
104x36,0.494107,3744
75x50,0.361293,3750
67x56,0.349624,3752
80x47,0.37033,3760
94x40,0.43431,3760
66x57,0.354054,3762
99x38,0.465438,3762
71x53,0.351852,3763
65x58,0.357237,3770
82x46,0.378341,3772
92x41,0.425563,3772
77x49,0.365884,3773
74x51,0.35731,3774
102x37,0.485453,3774
64x59,0.362225,3776
63x60,0.364569,3780
70x54,0.353669,3780
84x45,0.389421,3780
90x42,0.417485,3780
62x61,0.369755,3782
97x39,0.455083,3783
86x44,0.398713,3784
88x43,0.406629,3784
79x48,0.371975,3792
69x55,0.356352,3795
73x52,0.359234,3796
76x50,0.368269,3800
95x40,0.446078,3800
100x38,0.477407,3800
81x47,0.380765,3807
68x56,0.361754,3808
103x37,0.498875,3811
93x41,0.438504,3813
72x53,0.361947,3816
83x46,0.389527,3818
67x57,0.362812,3819
78x49,0.373754,3822
91x42,0.429417,3822
98x39,0.468035,3822
75x51,0.368962,3825
85x45,0.399613,3825
89x43,0.417722,3827
66x58,0.366916,3828
87x44,0.412168,3828
71x54,0.364114,3834
65x59,0.371002,3835
101x38,0.490675,3838
64x60,0.374461,3840
80x48,0.382461,3840
96x40,0.458726,3840
63x61,0.379514,3843
74x52,0.370873,3848
104x37,0.510873,3848
70x55,0.366342,3850
77x50,0.378787,3850
82x47,0.390978,3854
94x41,0.450049,3854
99x39,0.480597,3861
69x56,0.369984,3864
84x46,0.400706,3864
92x42,0.439787,3864
73x53,0.372363,3869
86x45,0.411751,3870
90x43,0.429733,3870
79x49,0.384084,3871
88x44,0.420456,3872
68x57,0.37294,3876
76x51,0.380715,3876
102x38,0.502716,3876
97x40,0.472552,3880
67x58,0.376906,3886
72x54,0.3742,3888
81x48,0.393568,3888
66x59,0.380558,3894
95x41,0.460762,3895
65x60,0.383773,3900
75x52,0.380877,3900
78x50,0.387695,3900
100x39,0.4921,3900
83x47,0.401994,3901
64x61,0.390126,3904
71x55,0.376464,3905
63x62,0.39286,3906
93x42,0.452957,3906
85x46,0.413791,3910
91x43,0.44141,3913
103x38,0.516729,3914
87x45,0.422029,3915
89x44,0.432146,3916
70x56,0.379234,3920
80x49,0.396446,3920
98x40,0.483853,3920
74x53,0.382054,3922
77x51,0.390887,3927
69x57,0.382968,3933
82x48,0.404735,3936
96x41,0.474551,3936
101x39,0.505807,3939
73x54,0.385984,3942
68x58,0.386797,3944
84x47,0.414744,3948
94x42,0.471976,3948
79x50,0.396589,3950
76x52,0.392755,3952
104x38,0.529689,3952
67x59,0.390438,3953
86x46,0.423564,3956
92x43,0.453021,3956
66x60,0.394047,3960
72x55,0.386364,3960
88x45,0.433941,3960
90x44,0.443883,3960
99x40,0.497229,3960
65x61,0.39785,3965
64x62,0.402641,3968
81x49,0.405725,3969
75x53,0.39473,3975
71x56,0.389506,3976
97x41,0.487397,3977
78x51,0.398564,3978
102x39,0.518422,3978
83x48,0.415871,3984
70x57,0.392627,3990
95x42,0.475661,3990
85x47,0.42518,3995
74x54,0.394953,3996
93x43,0.466748,3999
80x50,0.409283,4000
100x40,0.509062,4000
69x58,0.397061,4002
87x46,0.436661,4002
77x52,0.40429,4004
91x44,0.455749,4004
89x45,0.445657,4005
68x59,0.4001,4012
73x55,0.398034,4015
103x39,0.531961,4017
82x49,0.417682,4018
98x41,0.49766,4018
67x60,0.404136,4020
66x61,0.409175,4026
76x53,0.406928,4028
79x51,0.410812,4029
65x62,0.41258,4030
64x63,0.417738,4032
72x56,0.399992,4032
84x48,0.426998,4032
96x42,0.490421,4032
101x40,0.522957,4040
86x47,0.438595,4042
94x43,0.485702,4042
71x57,0.402868,4047
88x46,0.448201,4048
92x44,0.468323,4048
75x54,0.406262,4050
81x50,0.41824,4050
90x45,0.457239,4050
78x52,0.411769,4056
104x39,0.545612,4056
99x41,0.513063,4059
70x58,0.406162,4060
83x49,0.429795,4067
74x55,0.40863,4070
69x59,0.409479,4071
97x42,0.508985,4074
68x60,0.4138,4080
80x51,0.421364,4080
85x48,0.44026,4080
102x40,0.535475,4080
77x53,0.417228,4081
95x43,0.490787,4085
67x61,0.418786,4087
73x56,0.410931,4088
87x47,0.449452,4089
66x62,0.424932,4092
93x44,0.480485,4092
89x46,0.46004,4094
65x63,0.42731,4095
91x45,0.470951,4095
82x50,0.430997,4100
100x41,0.524936,4100
72x57,0.414758,4104
76x54,0.420239,4104
79x52,0.423648,4108
84x49,0.441574,4116
98x42,0.514288,4116
71x58,0.418028,4118
103x40,0.549738,4120
75x55,0.419412,4125
86x48,0.451564,4128
96x43,0.503459,4128
70x59,0.419653,4130
81x51,0.433648,4131
78x53,0.425375,4134
88x47,0.461764,4136
94x44,0.493405,4136
69x60,0.423866,4140
90x46,0.471143,4140
92x45,0.482561,4140
101x41,0.54008,4141
74x56,0.421542,4144
68x61,0.430201,4148
83x50,0.442943,4150
67x62,0.433507,4154
66x63,0.438424,4158
77x54,0.431324,4158
99x42,0.527299,4158
65x64,0.443047,4160
80x52,0.435528,4160
104x40,0.564806,4160
73x57,0.425994,4161
85x49,0.454818,4165
97x43,0.518337,4171
72x58,0.427961,4176
87x48,0.464801,4176
76x55,0.433955,4180
95x44,0.506584,4180
82x51,0.44459,4182
102x41,0.553628,4182
89x47,0.473325,4183
93x45,0.495902,4185
91x46,0.485209,4186
79x53,0.436169,4187
71x59,0.431433,4189
70x60,0.435515,4200
75x56,0.43408,4200
84x50,0.455287,4200
100x42,0.540818,4200
69x61,0.440159,4209
78x54,0.440085,4212
81x52,0.446231,4212
86x49,0.46437,4214
98x43,0.530238,4214
68x62,0.443936,4216
74x57,0.43673,4218
67x63,0.44854,4221
103x41,0.565234,4223
66x64,0.45379,4224
88x48,0.475583,4224
96x44,0.519736,4224
90x47,0.487312,4230
94x45,0.509534,4230
92x46,0.497593,4232
83x51,0.457171,4233
73x58,0.439957,4234
77x55,0.445321,4235
80x53,0.449131,4240
101x42,0.556809,4242
72x59,0.444278,4248
85x50,0.468087,4250
76x56,0.453047,4256
99x43,0.543529,4257
71x60,0.447075,4260
87x49,0.479103,4263
82x52,0.459197,4264
104x41,0.580993,4264
79x54,0.451334,4266
97x44,0.533132,4268
70x61,0.450213,4270
89x48,0.488111,4272
75x57,0.449903,4275
95x45,0.522324,4275
91x47,0.499632,4277
69x62,0.45502,4278
93x46,0.511518,4278
68x63,0.460883,4284
84x51,0.469341,4284
102x42,0.570084,4284
67x64,0.465245,4288
66x65,0.471188,4290
78x55,0.454287,4290
74x58,0.450638,4292
81x53,0.461199,4293
86x50,0.480693,4300
100x43,0.558295,4300
73x59,0.45456,4307
77x56,0.460444,4312
88x49,0.491495,4312
98x44,0.546873,4312
83x52,0.471581,4316
72x60,0.458512,4320
80x54,0.463987,4320
90x48,0.502903,4320
96x45,0.535629,4320
92x47,0.512681,4324
94x46,0.524461,4324
103x42,0.582467,4326
71x61,0.461334,4331
76x57,0.464733,4332
85x51,0.481632,4335
70x62,0.465996,4340
101x43,0.572222,4343
79x55,0.464545,4345
82x53,0.473867,4346
69x63,0.469864,4347
75x58,0.462943,4350
87x50,0.492188,4350
68x64,0.475619,4352
67x65,0.48138,4355
99x44,0.562121,4356
89x49,0.503969,4361
97x45,0.550245,4365
74x59,0.465328,4366
78x56,0.468326,4368
84x52,0.48583,4368
91x48,0.515755,4368
104x42,0.599127,4368
95x46,0.537457,4370
93x47,0.526551,4371
81x54,0.476638,4374
73x60,0.470113,4380
86x51,0.494393,4386
102x43,0.586489,4386
77x57,0.475661,4389
72x61,0.476594,4392
83x53,0.485876,4399
80x55,0.478174,4400
88x50,0.506882,4400
100x44,0.574866,4400
71x62,0.477853,4402
76x58,0.484898,4408
70x63,0.481545,4410
90x49,0.517298,4410
98x45,0.563007,4410
69x64,0.487597,4416
92x48,0.528741,4416
96x46,0.551865,4416
94x47,0.539449,4418
68x65,0.493349,4420
85x52,0.498016,4420
67x66,0.498939,4422
79x56,0.480916,4424
75x59,0.478327,4425
82x54,0.488945,4428
103x43,0.600474,4429
87x51,0.507061,4437
74x60,0.481207,4440
101x44,0.590711,4444
78x57,0.484221,4446
89x50,0.51932,4450
84x53,0.499679,4452
73x61,0.48525,4453
81x55,0.491267,4455
99x45,0.578167,4455
91x49,0.532216,4459
97x46,0.567432,4462
72x62,0.489594,4464
93x48,0.541986,4464
95x47,0.554868,4465
77x58,0.4908,4466
86x52,0.510374,4472
104x43,0.618679,4472
71x63,0.494497,4473
70x64,0.498414,4480
80x56,0.492975,4480
83x54,0.502725,4482
76x59,0.501342,4484
69x65,0.503838,4485
68x66,0.510929,4488
88x51,0.520888,4488
102x44,0.606082,4488
75x60,0.494653,4500
90x50,0.532856,4500
100x45,0.592202,4500
79x57,0.496688,4503
85x53,0.512404,4505
92x49,0.54519,4508
98x46,0.580459,4508
82x55,0.504332,4510
94x48,0.556135,4512
96x47,0.569367,4512
74x61,0.497279,4514
78x58,0.500611,4524
87x52,0.525124,4524
73x62,0.50228,4526
103x44,0.618744,4532
72x63,0.505603,4536
81x56,0.506724,4536
84x54,0.515279,4536
89x51,0.534508,4539
77x59,0.506275,4543
71x64,0.510313,4544
101x45,0.606557,4545
70x65,0.518704,4550
91x50,0.548586,4550
69x66,0.521197,4554
99x46,0.594565,4554
68x67,0.528677,4556
93x49,0.557624,4557
86x53,0.526624,4558
97x47,0.583613,4559
76x60,0.510367,4560
80x57,0.508628,4560
95x48,0.57073,4560
83x55,0.517269,4565
75x61,0.511042,4575
88x52,0.537438,4576
104x44,0.635551,4576
79x58,0.512205,4582
74x62,0.514594,4588
85x54,0.529642,4590
90x51,0.549288,4590
102x45,0.62261,4590
82x56,0.519674,4592
73x63,0.519217,4599
92x50,0.559882,4600
100x46,0.611827,4600
78x59,0.515358,4602
94x49,0.572469,4606
98x47,0.596938,4606
72x64,0.522421,4608
96x48,0.584931,4608
87x53,0.540956,4611
71x65,0.528228,4615
81x57,0.521878,4617
70x66,0.533813,4620
77x60,0.522977,4620
84x55,0.531348,4620
69x67,0.53967,4623
89x52,0.550684,4628
103x45,0.637253,4635
76x61,0.527456,4636
80x58,0.52425,4640
91x51,0.563408,4641
86x54,0.542036,4644
101x46,0.627393,4646
83x56,0.532456,4648
75x62,0.546767,4650
93x50,0.576516,4650
99x47,0.612315,4653
95x49,0.586965,4655
97x48,0.601128,4656
79x59,0.528653,4661
74x63,0.53189,4662
88x53,0.55471,4664
73x64,0.537813,4672
82x57,0.535309,4674
85x55,0.545154,4675
72x65,0.541679,4680
78x60,0.533433,4680
90x52,0.566005,4680
104x45,0.655053,4680
71x66,0.546291,4686
70x67,0.552799,4690
69x68,0.558129,4692
92x51,0.577044,4692
102x46,0.641422,4692
77x61,0.540392,4697
81x58,0.537566,4698
87x54,0.556657,4698
94x50,0.589347,4700
100x47,0.62852,4700
84x56,0.548014,4704
96x49,0.602829,4704
98x48,0.614885,4704
76x62,0.545804,4712
89x53,0.569635,4717
80x59,0.541673,4720
75x63,0.548484,4725
86x55,0.558796,4730
83x57,0.550918,4731
91x52,0.580264,4732
74x64,0.549314,4736
103x46,0.657334,4738
79x60,0.545862,4740
93x51,0.594208,4743
73x65,0.55427,4745
101x47,0.645566,4747
95x50,0.605597,4750
72x66,0.560253,4752
88x54,0.571136,4752
99x48,0.630598,4752
97x49,0.617311,4753
82x58,0.552206,4756
71x67,0.565617,4757
78x61,0.54904,4758
70x68,0.571368,4760
85x56,0.561238,4760
90x53,0.582615,4770
77x62,0.557617,4774
81x59,0.556215,4779
92x52,0.593894,4784
104x46,0.673114,4784
87x55,0.572253,4785
76x63,0.561014,4788
84x57,0.562796,4788
94x51,0.606476,4794
102x47,0.660739,4794
75x64,0.567023,4800
80x60,0.558346,4800
96x50,0.619818,4800
100x48,0.646334,4800
98x49,0.634896,4802
89x54,0.585345,4806
74x65,0.566206,4810
83x58,0.567113,4814
86x56,0.574913,4816
73x66,0.574922,4818
79x61,0.562368,4819
91x53,0.597563,4823
72x67,0.578121,4824
71x68,0.584362,4828
70x69,0.593122,4830
78x62,0.568018,4836
93x52,0.609396,4836
82x59,0.569477,4838
88x55,0.587395,4840
103x47,0.676248,4841
85x57,0.578497,4845
95x51,0.624294,4845
101x48,0.663416,4848
97x50,0.636558,4850
77x63,0.575629,4851
99x49,0.650304,4851
81x60,0.573222,4860
90x54,0.598812,4860
76x64,0.579531,4864
84x58,0.580892,4872
87x56,0.590568,4872
75x65,0.585513,4875
92x53,0.611737,4876
80x61,0.576639,4880
74x66,0.58498,4884
94x52,0.624386,4888
104x47,0.692738,4888
73x67,0.592235,4891
89x55,0.602474,4895
72x68,0.598404,4896
96x51,0.640674,4896
102x48,0.679953,4896
83x59,0.585352,4897
79x62,0.579427,4898
71x69,0.604179,4899
98x50,0.652004,4900
100x49,0.665597,4900
86x57,0.593946,4902
78x63,0.584016,4914
91x54,0.616255,4914
82x60,0.588517,4920
77x64,0.593717,4928
88x56,0.60465,4928
93x53,0.628312,4929
85x58,0.596927,4930
76x65,0.599344,4940
95x52,0.642495,4940
81x61,0.590249,4941
103x48,0.696915,4944
97x51,0.656461,4947
101x49,0.682378,4949
75x66,0.603893,4950
90x55,0.618809,4950
99x50,0.668608,4950
84x59,0.59961,4956
74x67,0.606172,4958
87x57,0.606962,4959
80x62,0.594661,4960
73x68,0.610517,4964
72x69,0.619526,4968
92x54,0.629577,4968
71x70,0.624136,4970
79x63,0.599691,4977
83x60,0.601842,4980
94x53,0.644068,4982
89x56,0.620137,4984
86x58,0.612017,4988
78x64,0.602718,4992
96x52,0.658016,4992
104x48,0.712336,4992
98x51,0.670963,4998
102x49,0.698687,4998
100x50,0.683891,5000
82x61,0.605353,5002
77x65,0.612794,5005
91x55,0.63443,5005
85x59,0.613544,5015
76x66,0.617717,5016
88x57,0.622789,5016
81x62,0.609211,5022
93x54,0.646138,5022
75x67,0.623371,5025
74x68,0.625141,5032
95x53,0.65925,5035
73x69,0.630958,5037
72x70,0.6387,5040
80x63,0.612491,5040
84x60,0.617,5040
90x56,0.63563,5040
97x52,0.675868,5044
87x58,0.626652,5046
103x49,0.717892,5047
99x51,0.686332,5049
101x50,0.702561,5050
79x64,0.616591,5056
92x55,0.648127,5060
83x61,0.619111,5063
78x65,0.622158,5070
89x57,0.639512,5073
86x59,0.629002,5074
94x54,0.662336,5076
77x66,0.632567,5082
82x62,0.623519,5084
96x53,0.67562,5088
76x67,0.639838,5092
91x56,0.651429,5096
98x52,0.689403,5096
104x49,0.731871,5096
75x68,0.644357,5100
85x60,0.631936,5100
100x51,0.703645,5100
102x50,0.716616,5100
81x63,0.627035,5103
88x58,0.642602,5104
74x69,0.645977,5106
73x70,0.653683,5110
72x71,0.661025,5112
93x55,0.664229,5115
80x64,0.632066,5120
84x61,0.636402,5124
90x57,0.653648,5130
95x54,0.678838,5130
87x59,0.645019,5133
79x65,0.637172,5135
97x53,0.694553,5141
83x62,0.638539,5146
78x66,0.642123,5148
99x52,0.708673,5148
103x50,0.736912,5150
101x51,0.721653,5151
92x56,0.66823,5152
77x67,0.652674,5159
86x60,0.647048,5160
89x58,0.657149,5162
82x63,0.644333,5166
76x68,0.657936,5168
94x55,0.681955,5170
75x69,0.664063,5175
74x70,0.665961,5180
73x71,0.674854,5183
81x64,0.647155,5184
96x54,0.694136,5184
85x61,0.651573,5185
91x57,0.669735,5187
88x59,0.659489,5192
98x53,0.710037,5194
80x65,0.651972,5200
100x52,0.725241,5200
104x50,0.752695,5200
102x51,0.74025,5202
84x62,0.655333,5208
93x56,0.684585,5208
79x66,0.656768,5214
87x60,0.663722,5220
90x58,0.673729,5220
95x55,0.699714,5225
78x67,0.663096,5226
83x63,0.657831,5229
77x68,0.674113,5236
97x54,0.711725,5238
76x69,0.679459,5244
92x57,0.685661,5244
86x61,0.666243,5246
99x53,0.72746,5247
82x64,0.662576,5248
75x70,0.685318,5250
89x59,0.67567,5251
101x52,0.744001,5252
103x51,0.755924,5253
74x71,0.687907,5254
73x72,0.694861,5256
94x56,0.699962,5264
81x65,0.666797,5265
85x62,0.670092,5270
91x58,0.689776,5278
80x66,0.673333,5280
88x60,0.677552,5280
96x55,0.714839,5280
84x63,0.674836,5292
98x54,0.728368,5292
79x67,0.679098,5293
100x53,0.744275,5300
93x57,0.703448,5301
78x68,0.684432,5304
102x52,0.758263,5304
104x51,0.773007,5304
87x61,0.682802,5307
90x59,0.694324,5310
83x64,0.677294,5312
77x69,0.694601,5313
76x70,0.702786,5320
95x56,0.720599,5320
75x71,0.708157,5325
74x72,0.709391,5328
82x65,0.681898,5330
86x62,0.685014,5332
97x55,0.732884,5335
92x58,0.706431,5336
89x60,0.695625,5340
81x66,0.687127,5346
99x54,0.746897,5346
101x53,0.762211,5353
85x63,0.690385,5355
103x52,0.77775,5356
94x57,0.718853,5358
80x67,0.691691,5360
88x61,0.698764,5368
91x59,0.709066,5369
79x68,0.699801,5372
84x64,0.693093,5376
96x56,0.732603,5376
78x69,0.706065,5382
77x70,0.71524,5390
98x55,0.749404,5390
87x62,0.702257,5394
93x58,0.723571,5394
83x65,0.69908,5395
76x71,0.723672,5396
75x72,0.732174,5400
90x60,0.71251,5400
100x54,0.764311,5400
74x73,0.731088,5402
102x53,0.781124,5406
104x52,0.795361,5408
82x66,0.704061,5412
95x57,0.737836,5415
86x63,0.705443,5418
81x67,0.70776,5427
92x59,0.726211,5428
89x61,0.716101,5429
97x56,0.752331,5432
80x68,0.713795,5440
85x64,0.711578,5440
99x55,0.766926,5445
79x69,0.719325,5451
94x58,0.73992,5452
101x54,0.784588,5454
88x62,0.719137,5456
103x53,0.798907,5459
78x70,0.726806,5460
84x65,0.714404,5460
91x60,0.72829,5460
77x71,0.737975,5467
76x72,0.747115,5472
96x57,0.755356,5472
75x73,0.755129,5475
83x66,0.719174,5478
87x63,0.723707,5481
93x59,0.743295,5487
98x56,0.770603,5488
90x61,0.731544,5490
82x67,0.724898,5494
100x55,0.786613,5500
86x64,0.728388,5504
81x68,0.729726,5508
102x54,0.80121,5508
95x58,0.758575,5510
104x53,0.818177,5512
89x62,0.7348,5518
80x69,0.736268,5520
92x60,0.748264,5520
85x65,0.733082,5525
97x57,0.772727,5529
79x70,0.742972,5530
78x71,0.748221,5538
77x72,0.762081,5544
84x66,0.736261,5544
88x63,0.738872,5544
99x56,0.787191,5544
94x59,0.760733,5546
76x73,0.770781,5548
75x74,0.781565,5550
91x61,0.750147,5551
101x55,0.804665,5555
83x67,0.740119,5561
103x54,0.81834,5562
87x64,0.744016,5568
96x58,0.776246,5568
82x68,0.746376,5576
90x62,0.754015,5580
93x60,0.763928,5580
98x57,0.793324,5586
81x69,0.753878,5589
86x65,0.748784,5590
80x70,0.759783,5600
100x56,0.808622,5600
95x59,0.778134,5605
89x63,0.755909,5607
79x71,0.765678,5609
85x66,0.754396,5610
102x55,0.823896,5610
92x61,0.767987,5612
78x72,0.772195,5616
104x54,0.839557,5616
77x73,0.787019,5621
76x74,0.794788,5624
97x58,0.795654,5626
84x67,0.759472,5628
88x64,0.760966,5632
94x60,0.782265,5640
91x62,0.77153,5642
99x57,0.80868,5643
83x68,0.764106,5644
87x65,0.765249,5655
101x56,0.826087,5656
82x69,0.769631,5658
96x59,0.79573,5664
103x55,0.840952,5665
81x70,0.774483,5670
90x63,0.775965,5670
93x61,0.787105,5673
86x66,0.768876,5676
80x71,0.782196,5680
98x58,0.812608,5684
79x72,0.788028,5688
78x73,0.79563,5694
85x67,0.778101,5695
89x64,0.781269,5696
77x74,0.810608,5698
76x75,0.819525,5700
95x60,0.801852,5700
100x57,0.829725,5700
92x62,0.79023,5704
84x68,0.779359,5712
102x56,0.846364,5712
88x65,0.782757,5720
104x55,0.863144,5720
97x59,0.816391,5723
83x69,0.78633,5727
91x63,0.795954,5733
94x61,0.803077,5734
82x70,0.793237,5740
87x66,0.786918,5742
99x58,0.833018,5742
81x71,0.799429,5751
101x57,0.847889,5757
80x72,0.804823,5760
90x64,0.796518,5760
96x60,0.818481,5760
86x67,0.79273,5762
93x62,0.809442,5766
79x73,0.813096,5767
103x56,0.866636,5768
78x74,0.82304,5772
77x75,0.837594,5775
85x68,0.798889,5780
98x59,0.83418,5782
89x65,0.799473,5785
95x61,0.821394,5795
84x69,0.802175,5796
92x63,0.810784,5796
100x58,0.850944,5800
88x66,0.804296,5808
83x70,0.809282,5810
102x57,0.868439,5814
97x60,0.83858,5820
82x71,0.816044,5822
91x64,0.816676,5824
104x56,0.884682,5824
94x62,0.826539,5828
87x67,0.811344,5829
81x72,0.82421,5832
80x73,0.829062,5840
99x59,0.853727,5841
79x74,0.839415,5846
86x68,0.814652,5848
78x75,0.846136,5850
90x65,0.818334,5850
77x76,0.859964,5852
96x61,0.840953,5856
101x58,0.871404,5858
93x63,0.829462,5859
85x69,0.820638,5865
103x57,0.887537,5871
89x66,0.824083,5874
84x70,0.827147,5880
98x60,0.857652,5880
92x64,0.832911,5888
95x62,0.845375,5890
83x71,0.833766,5893
88x67,0.830185,5896
100x59,0.873446,5900
82x72,0.841495,5904
81x73,0.845867,5913
91x65,0.839185,5915
87x68,0.833465,5916
102x58,0.891319,5916
97x61,0.86046,5917
80x74,0.854057,5920
94x63,0.848538,5922
79x75,0.864735,5925
78x76,0.871087,5928
104x57,0.909178,5928
86x69,0.838343,5934
90x66,0.84187,5940
99x60,0.878848,5940
85x70,0.846009,5950
93x64,0.852403,5952
96x62,0.864219,5952
101x59,0.896626,5959
89x67,0.847079,5963
84x71,0.850477,5964
103x58,0.910813,5974
83x72,0.858019,5976
98x61,0.881668,5978
92x65,0.857165,5980
88x68,0.851897,5984
95x63,0.8686,5985
82x73,0.865716,5986
81x74,0.871927,5994
80x75,0.879875,6000
100x60,0.897388,6000
87x69,0.858422,6003
79x76,0.889338,6004
78x77,0.899764,6006
91x66,0.861053,6006
97x62,0.884663,6014
94x64,0.872392,6016
102x59,0.914777,6018
86x70,0.86269,6020
90x67,0.864854,6030
104x58,0.933844,6032
85x71,0.8693,6035
99x61,0.900276,6039
93x65,0.875551,6045
84x72,0.8773,6048
96x63,0.888729,6048
89x68,0.871522,6052
83x73,0.882471,6059
101x60,0.919379,6060
82x74,0.891347,6068
88x69,0.88002,6072
92x66,0.879851,6072
81x75,0.900099,6075
98x62,0.903881,6076
103x59,0.936697,6077
80x76,0.908365,6080
95x64,0.892412,6080
79x77,0.915879,6083
87x70,0.881912,6090
91x67,0.885029,6097
100x61,0.922765,6100
86x71,0.887401,6106
94x65,0.895019,6110
97x63,0.906913,6111
85x72,0.895631,6120
90x68,0.889807,6120
102x60,0.939292,6120
84x73,0.903475,6132
104x59,0.957182,6136
93x66,0.900172,6138
99x62,0.926183,6138
89x69,0.897122,6141
83x74,0.908324,6142
96x64,0.912703,6144
82x75,0.918403,6150
81x76,0.926005,6156
80x77,0.934707,6160
88x70,0.90122,6160
101x61,0.943402,6161
79x78,0.948175,6162
92x67,0.905406,6164
98x63,0.928325,6174
95x65,0.916419,6175
87x71,0.907916,6177
103x60,0.960999,6180
91x68,0.909749,6188
86x72,0.913824,6192
100x62,0.945642,6200
94x66,0.922282,6204
85x73,0.921367,6205
97x64,0.93336,6208
90x69,0.915591,6210
84x74,0.928228,6216
102x61,0.964456,6222
83x75,0.936973,6225
89x70,0.920525,6230
93x67,0.923675,6231
82x76,0.943704,6232
81x77,0.953398,6237
99x63,0.949114,6237
80x78,0.961387,6240
96x65,0.93655,6240
104x60,0.986028,6240
88x71,0.927453,6248
92x68,0.932293,6256
101x62,0.967303,6262
87x72,0.934781,6264
95x66,0.941741,6270
98x64,0.954085,6272
86x73,0.941355,6278
91x69,0.936827,6279
103x61,0.985789,6283
85x74,0.947952,6290
94x67,0.946017,6298
84x75,0.955885,6300
90x70,0.940778,6300
100x63,0.969815,6300
97x65,0.957774,6305
83x76,0.963349,6308
82x77,0.97225,6314
81x78,0.982343,6318
89x71,0.946536,6319
80x79,0.992076,6320
93x68,0.950748,6324
102x62,0.987014,6324
88x72,0.953056,6336
96x66,0.961775,6336
99x64,0.973652,6336
92x69,0.95704,6348
87x73,0.960684,6351
101x63,0.992734,6363
86x74,0.970155,6364
95x67,0.965816,6365
91x70,0.959761,6370
98x65,0.979185,6370
85x75,0.973999,6375
84x76,0.98223,6384
103x62,1.01317,6386
90x71,0.966268,6390
83x77,0.991556,6391
94x68,0.970886,6392
82x78,1.0007,6396
81x79,1.01093,6399
100x64,0.996867,6400
97x66,0.982066,6402
89x72,0.9741,6408
93x69,0.976572,6417
88x73,0.979726,6424
102x63,1.01398,6426
96x67,0.986451,6432
99x65,1.0005,6435
87x74,0.988722,6438
92x70,0.981724,6440
86x75,0.995971,6450
85x76,1.00269,6460
95x68,0.991718,6460
91x71,0.986847,6461
101x64,1.01811,6464
84x77,1.01323,6468
98x66,1.00615,6468
83x78,1.0179,6474
82x79,1.02905,6478
81x80,1.04023,6480
90x72,0.99258,6480
94x69,0.999784,6486
103x63,1.03761,6489
89x73,1.00096,6497
97x67,1.00907,6499
100x65,1.02271,6500
93x70,1.00521,6510
88x74,1.00692,6512
87x75,1.01635,6525
96x68,1.01292,6528
102x64,1.03966,6528
92x71,1.00911,6532
99x66,1.02688,6534
86x76,1.02356,6536
85x77,1.03167,6545
84x78,1.04162,6552
91x72,1.01358,6552
95x69,1.01803,6555
83x79,1.04911,6557
82x80,1.0588,6560
101x65,1.04455,6565
98x67,1.03169,6566
90x73,1.02138,6570
94x70,1.02445,6580
89x74,1.02705,6586
103x64,1.06271,6592
97x68,1.03683,6596
88x75,1.03529,6600
100x66,1.04859,6600
93x71,1.03112,6603
87x76,1.04209,6612
86x77,1.05169,6622
92x72,1.03736,6624
96x69,1.04145,6624
85x78,1.05948,6630
102x65,1.06588,6630
99x67,1.05204,6633
84x79,1.07177,6636
83x80,1.07989,6640
82x81,1.09172,6642
91x73,1.04125,6643
95x70,1.0476,6650
90x74,1.04793,6660
98x68,1.05758,6664
